level_0,index,incident_id,incident_date,state,city_or_country,address,killed,injured,incident_url,year,month-year
56,56,1231385,2018-10-12,Nevada,Las Vegas,6500 block of W Charleston Blvd,0,4,https://www.gunviolencearchive.org/incident/1231385,2018,10-2018
57,57,1229738,2018-10-08,Alabama,Birmingham,Joppa Ave,0,4,https://www.gunviolencearchive.org/incident/1229738,2018,10-2018
58,58,1226923,2018-10-06,Oklahoma,Tulsa,9453 E 31st St,0,4,https://www.gunviolencearchive.org/incident/1226923,2018,10-2018
59,59,1226853,2018-10-06,Texas,Houston,6802 Cullen Blvd,1,3,https://www.gunviolencearchive.org/incident/1226853,2018,10-2018
60,60,1226384,2018-10-06,California,Oakland,Williams St and Telegraph Ave,0,6,https://www.gunviolencearchive.org/incident/1226384,2018,10-2018
61,61,1225631,2018-10-04,Georgia,Swainsboro,Lucky St,0,4,https://www.gunviolencearchive.org/incident/1225631,2018,10-2018
62,62,1226179,2018-10-04,New Mexico,Espanola (Española),1813 N Riverside Dr,1,3,https://www.gunviolencearchive.org/incident/1226179,2018,10-2018
63,63,1223865,2018-10-03,South Carolina,Florence,932 Ashton Dr,2,6,https://www.gunviolencearchive.org/incident/1223865,2018,10-2018
64,64,1223755,2018-10-03,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,https://www.gunviolencearchive.org/incident/1223755,2018,10-2018
65,65,1221758,2018-10-01,Illinois,Chicago,500 block of S Michigan Ave,2,2,https://www.gunviolencearchive.org/incident/1221758,2018,10-2018
66,66,1221794,2018-09-30,California,Compton,1300 E Palmer St,1,3,https://www.gunviolencearchive.org/incident/1221794,2018,09-2018
67,67,1220912,2018-09-29,Florida,Orlando,1700 block of 24th St,1,4,https://www.gunviolencearchive.org/incident/1220912,2018,09-2018
68,68,1220331,2018-09-28,Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,https://www.gunviolencearchive.org/incident/1220331,2018,09-2018
69,69,1217150,2018-09-24,Tennessee,Memphis,1528 Ragan St,3,2,https://www.gunviolencearchive.org/incident/1217150,2018,09-2018
70,70,1215987,2018-09-23,California,Bakersfield,2600 block of Chandler Court,1,4,https://www.gunviolencearchive.org/incident/1215987,2018,09-2018
71,71,1215954,2018-09-23,California,Baldwin Park,3700 block of Loma Lane,0,4,https://www.gunviolencearchive.org/incident/1215954,2018,09-2018
72,72,1215904,2018-09-22,New York,Hempstead,Dolan St,0,4,https://www.gunviolencearchive.org/incident/1215904,2018,09-2018
73,73,1215739,2018-09-21,District of Columbia,Washington,1800 block of Benning Rd NE,0,4,https://www.gunviolencearchive.org/incident/1215739,2018,09-2018
74,74,1213926,2018-09-20,Maryland,Aberdeen,1501 Perryman Rd,4,3,https://www.gunviolencearchive.org/incident/1213926,2018,09-2018
75,75,1214298,2018-09-20,New York,Syracuse,1317 Midland Ave,0,5,https://www.gunviolencearchive.org/incident/1214298,2018,09-2018
76,76,1213223,2018-09-19,Wisconsin,Middleton,1850 Deming Way,1,4,https://www.gunviolencearchive.org/incident/1213223,2018,09-2018
77,77,1213836,2018-09-19,Illinois,Chicago,W Cermak Rd and S State St,0,4,https://www.gunviolencearchive.org/incident/1213836,2018,09-2018
78,78,1213293,2018-09-19,Pennsylvania,Masontown,1 E Church St,1,4,https://www.gunviolencearchive.org/incident/1213293,2018,09-2018
79,79,1212984,2018-09-18,Louisiana,New Orleans (Algiers),1100 block of Sumner St,0,4,https://www.gunviolencearchive.org/incident/1212984,2018,09-2018
80,80,1212567,2018-09-18,Tennessee,Memphis,4622 Faronia Rd,0,4,https://www.gunviolencearchive.org/incident/1212567,2018,09-2018
81,81,1211659,2018-09-17,Maryland,Silver Spring,123 Amberleigh Dr,4,1,https://www.gunviolencearchive.org/incident/1211659,2018,09-2018
82,82,1210742,2018-09-15,Wisconsin,Milwaukee,820 S 21st St,0,4,https://www.gunviolencearchive.org/incident/1210742,2018,09-2018
83,83,1209006,2018-09-12,California,Bakersfield,660 Manwell Blvd,6,0,https://www.gunviolencearchive.org/incident/1209006,2018,09-2018
84,84,1208397,2018-09-11,Illinois,Chicago,10600 block of S Bensley Avenue,0,4,https://www.gunviolencearchive.org/incident/1208397,2018,09-2018
85,85,1206828,2018-09-10,Tennessee,Memphis,140 Lt George W Lee Ave,0,5,https://www.gunviolencearchive.org/incident/1206828,2018,09-2018
86,86,1206409,2018-09-09,Illinois,Elgin,550 S McLean Blvd,1,3,https://www.gunviolencearchive.org/incident/1206409,2018,09-2018
87,87,1206375,2018-09-09,Alabama,Auburn,224 W Magnolia St,1,4,https://www.gunviolencearchive.org/incident/1206375,2018,09-2018
88,88,1206476,2018-09-09,Florida,Jacksonville,,0,4,https://www.gunviolencearchive.org/incident/1206476,2018,09-2018
89,89,1206050,2018-09-07,Minnesota,Minneapolis,2024 N Washington Ave,1,3,https://www.gunviolencearchive.org/incident/1206050,2018,09-2018
90,90,1204538,2018-09-06,Ohio,Cincinnati,511 Walnut St,4,2,https://www.gunviolencearchive.org/incident/1204538,2018,09-2018
91,91,1204486,2018-09-04,Georgia,Albany,1200 block of Gillespie Ave,0,4,https://www.gunviolencearchive.org/incident/1204486,2018,09-2018
92,92,1202134,2018-09-02,Texas,San Antonio,600 block of Morningview St,0,4,https://www.gunviolencearchive.org/incident/1202134,2018,09-2018
93,93,1202274,2018-09-02,New Jersey,Paterson,43 12th Ave,2,2,https://www.gunviolencearchive.org/incident/1202274,2018,09-2018
94,94,1202318,2018-09-02,Alabama,Birmingham,500 23rd St S,0,7,https://www.gunviolencearchive.org/incident/1202318,2018,09-2018
95,95,1201885,2018-09-02,Arkansas,Fort Smith,801 Garrison Ave,0,4,https://www.gunviolencearchive.org/incident/1201885,2018,09-2018
96,96,1202332,2018-09-02,California,San Bernardino,1277 East Lynwood Drive,0,8,https://www.gunviolencearchive.org/incident/1202332,2018,09-2018
97,97,1202437,2018-09-02,New Jersey,Trenton,Stuyvesant Ave and Bryn Mawr Ave,0,4,https://www.gunviolencearchive.org/incident/1202437,2018,09-2018
98,98,1201973,2018-09-01,Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,https://www.gunviolencearchive.org/incident/1201973,2018,09-2018
99,99,1201135,2018-09-01,Ohio,Cleveland,3232 Lakeside Ave East,1,7,https://www.gunviolencearchive.org/incident/1201135,2018,09-2018
100,100,1200904,2018-08-31,Colorado,Aurora,1900 block of Peoria St,2,3,https://www.gunviolencearchive.org/incident/1200904,2018,08-2018
101,101,1197278,2018-08-27,Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,https://www.gunviolencearchive.org/incident/1197278,2018,08-2018
102,102,1196028,2018-08-26,Florida,Jacksonville,2 Independent Dr,3,9,https://www.gunviolencearchive.org/incident/1196028,2018,08-2018
103,103,1195537,2018-08-25,Virginia,Richmond,4 N 18th St,0,5,https://www.gunviolencearchive.org/incident/1195537,2018,08-2018
104,104,1196051,2018-08-25,Tennessee,Nashville,1564 9th Ave N,1,4,https://www.gunviolencearchive.org/incident/1196051,2018,08-2018
105,105,1194315,2018-08-23,Pennsylvania,Philadelphia,5800 block of Oakland St,0,4,https://www.gunviolencearchive.org/incident/1194315,2018,08-2018
106,106,1194598,2018-08-23,Maryland,Baltimore,1700 block of Homestead St,0,4,https://www.gunviolencearchive.org/incident/1194598,2018,08-2018
107,107,1194057,2018-08-22,Missouri,Saint Louis,I-64 and Jefferson Ave,0,4,https://www.gunviolencearchive.org/incident/1194057,2018,08-2018
108,108,1192788,2018-08-21,Tennessee,Memphis,2119 E Alcy Rd,0,4,https://www.gunviolencearchive.org/incident/1192788,2018,08-2018
109,109,1191368,2018-08-20,Tennessee,Jackson,60 Heritage Square,1,4,https://www.gunviolencearchive.org/incident/1191368,2018,08-2018
110,110,1192036,2018-08-20,Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,https://www.gunviolencearchive.org/incident/1192036,2018,08-2018
111,111,1191279,2018-08-19,Illinois,Chicago,7400 block of S Dante Ave,0,5,https://www.gunviolencearchive.org/incident/1191279,2018,08-2018
112,112,1190035,2018-08-18,New York,Bronx,925 Allerton Ave,0,4,https://www.gunviolencearchive.org/incident/1190035,2018,08-2018
113,113,1189717,2018-08-17,Illinois,Chicago,1600 block of W 65th St,0,7,https://www.gunviolencearchive.org/incident/1189717,2018,08-2018
114,114,1188597,2018-08-15,South Carolina,Greenwood,104 Mimosa Ct,0,5,https://www.gunviolencearchive.org/incident/1188597,2018,08-2018
115,115,1186888,2018-08-14,Pennsylvania,Wyncote,1000 S Easton Rd,0,5,https://www.gunviolencearchive.org/incident/1186888,2018,08-2018
116,116,1185520,2018-08-12,California,Clearlake,4786 Yarrington Ct,4,1,https://www.gunviolencearchive.org/incident/1185520,2018,08-2018
117,117,1185622,2018-08-12,Pennsylvania,Pittsburgh (East Liberty),5600 block of Broad St,0,4,https://www.gunviolencearchive.org/incident/1185622,2018,08-2018
118,118,1186061,2018-08-11,California,San Francisco,Geneva St and Mission St,1,4,https://www.gunviolencearchive.org/incident/1186061,2018,08-2018
119,119,1184607,2018-08-11,Colorado,Thornton,4050 E 100th Ave,1,3,https://www.gunviolencearchive.org/incident/1184607,2018,08-2018
120,120,1185040,2018-08-11,Ohio,Columbus,1280 Summit St,0,4,https://www.gunviolencearchive.org/incident/1185040,2018,08-2018
121,121,1184992,2018-08-10,Missouri,Saint Louis,1515 N 13th St,0,4,https://www.gunviolencearchive.org/incident/1184992,2018,08-2018
122,122,1184206,2018-08-10,Michigan,Detroit,6300 block of Vinewood St,0,4,https://www.gunviolencearchive.org/incident/1184206,2018,08-2018
123,123,1182893,2018-08-08,New Jersey,Paterson,Mercer St and Franklin St,0,4,https://www.gunviolencearchive.org/incident/1182893,2018,08-2018
124,124,1182717,2018-08-08,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,https://www.gunviolencearchive.org/incident/1182717,2018,08-2018
125,125,1179935,2018-08-05,Illinois,Chicago,50 block of N Leclaire Ave,1,4,https://www.gunviolencearchive.org/incident/1179935,2018,08-2018
126,126,1179619,2018-08-05,Illinois,Chicago,1300 block of S Millard Ave,1,5,https://www.gunviolencearchive.org/incident/1179619,2018,08-2018
127,127,1179607,2018-08-05,Illinois,Chicago,1300 block of W 76th St,0,8,https://www.gunviolencearchive.org/incident/1179607,2018,08-2018
128,128,1179677,2018-08-05,Illinois,Chicago,900 block of S Karlov Ave,0,4,https://www.gunviolencearchive.org/incident/1179677,2018,08-2018
129,129,1179644,2018-08-05,Illinois,Chicago,1600 block of S Avers Ave,0,4,https://www.gunviolencearchive.org/incident/1179644,2018,08-2018
130,130,1179810,2018-08-04,Nevada,Las Vegas,3400 block of Coran Ln,0,6,https://www.gunviolencearchive.org/incident/1179810,2018,08-2018
131,131,1180161,2018-08-04,Missouri,Kansas City,E 18th St and Highland Ave,0,6,https://www.gunviolencearchive.org/incident/1180161,2018,08-2018
132,132,1179805,2018-08-04,Illinois,Chicago,1600 block of N Leclaire Ave,1,3,https://www.gunviolencearchive.org/incident/1179805,2018,08-2018
133,133,1179589,2018-08-04,Wisconsin,Milwaukee,40th St and Vliet St,0,4,https://www.gunviolencearchive.org/incident/1179589,2018,08-2018
134,134,1176169,2018-07-31,California,Gardena,1212 West 135th Street,2,3,https://www.gunviolencearchive.org/incident/1176169,2018,07-2018
135,135,1177024,2018-07-30,Georgia,Savannah,12328 Largo Dr,0,4,https://www.gunviolencearchive.org/incident/1177024,2018,07-2018
136,136,1175571,2018-07-30,Illinois,Chicago,1200 block of S Avers Ave,0,4,https://www.gunviolencearchive.org/incident/1175571,2018,07-2018
137,137,1174423,2018-07-29,Pennsylvania,York,100 block of E Maple St,0,4,https://www.gunviolencearchive.org/incident/1174423,2018,07-2018
138,138,1174960,2018-07-29,Arizona,Phoenix,2501 E Van Buren St,1,4,https://www.gunviolencearchive.org/incident/1174960,2018,07-2018
139,139,1174990,2018-07-29,Michigan,Lansing,Spring and River Street,0,4,https://www.gunviolencearchive.org/incident/1174990,2018,07-2018
140,140,1174190,2018-07-28,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,https://www.gunviolencearchive.org/incident/1174190,2018,07-2018
141,141,1174527,2018-07-28,California,Los Angeles,8801 S Vermont Ave,2,4,https://www.gunviolencearchive.org/incident/1174527,2018,07-2018
142,142,1173476,2018-07-27,Texas,Robstown,603 East Ave J,5,0,https://www.gunviolencearchive.org/incident/1173476,2018,07-2018
143,143,1173637,2018-07-27,Illinois,Chicago,1100 block of S Troy St,0,4,https://www.gunviolencearchive.org/incident/1173637,2018,07-2018
144,144,1172224,2018-07-26,Ohio,Cleveland,18416 St Clair Ave,1,6,https://www.gunviolencearchive.org/incident/1172224,2018,07-2018
145,145,1173069,2018-07-26,California,Oakland,73rd Ave and Bancroft Ave,2,2,https://www.gunviolencearchive.org/incident/1173069,2018,07-2018
146,146,1172403,2018-07-26,Texas,Dallas,3019 South Blvd,0,6,https://www.gunviolencearchive.org/incident/1172403,2018,07-2018
147,147,1172333,2018-07-25,Louisiana,New Orleans,7000 block of Bullard Ave,0,4,https://www.gunviolencearchive.org/incident/1172333,2018,07-2018
148,148,1170482,2018-07-23,Illinois,Chicago,6400 block of S May St,0,5,https://www.gunviolencearchive.org/incident/1170482,2018,07-2018
149,149,1168828,2018-07-21,Maryland,Baltimore,1000 block of Dundalk Ave,0,4,https://www.gunviolencearchive.org/incident/1168828,2018,07-2018
150,150,1169103,2018-07-21,Illinois,Chicago,3100 block of W Fulton St,2,5,https://www.gunviolencearchive.org/incident/1169103,2018,07-2018
151,151,1169656,2018-07-20,Washington,Sunnyside,500 block of S 15th St,1,4,https://www.gunviolencearchive.org/incident/1169656,2018,07-2018
152,152,1167806,2018-07-20,New Jersey,Elizabeth,323 Irvington Ave,0,4,https://www.gunviolencearchive.org/incident/1167806,2018,07-2018
153,153,1166302,2018-07-18,Oklahoma,Oklahoma City,7201 Melrose Ln,0,4,https://www.gunviolencearchive.org/incident/1166302,2018,07-2018
154,154,1165214,2018-07-16,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,https://www.gunviolencearchive.org/incident/1165214,2018,07-2018
155,155,1165183,2018-07-16,District of Columbia,Washington,300 block of 53rd St NE,1,4,https://www.gunviolencearchive.org/incident/1165183,2018,07-2018
156,156,1165299,2018-07-16,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,https://www.gunviolencearchive.org/incident/1165299,2018,07-2018
157,157,1164167,2018-07-15,Colorado,Denver,50th Ave and Grant St,0,4,https://www.gunviolencearchive.org/incident/1164167,2018,07-2018
158,158,1164110,2018-07-15,Tennessee,Chattanooga,1400 Cowart St,0,5,https://www.gunviolencearchive.org/incident/1164110,2018,07-2018
159,159,1163947,2018-07-14,Maryland,Fort Washington,9500 block of Fort Foote Rd,0,4,https://www.gunviolencearchive.org/incident/1163947,2018,07-2018
160,160,1162785,2018-07-13,Virginia,Richmond,1401 Roseneath Rd,1,3,https://www.gunviolencearchive.org/incident/1162785,2018,07-2018
161,161,1162687,2018-07-12,Tennessee,Memphis,3678 Powers Rd,0,5,https://www.gunviolencearchive.org/incident/1162687,2018,07-2018
162,162,1162437,2018-07-11,Texas,Houston,9550 Bissonnet St,0,4,https://www.gunviolencearchive.org/incident/1162437,2018,07-2018
163,163,1161230,2018-07-11,Florida,Reddick,16300 block of NW Gainesville Rd,0,4,https://www.gunviolencearchive.org/incident/1161230,2018,07-2018
164,164,1159820,2018-07-09,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,https://www.gunviolencearchive.org/incident/1159820,2018,07-2018
165,165,1160253,2018-07-09,Delaware,Wilmington,2709 Ferris Rd,5,0,https://www.gunviolencearchive.org/incident/1160253,2018,07-2018
166,166,1160418,2018-07-08,Alabama,Brandon,565 US-80,0,6,https://www.gunviolencearchive.org/incident/1160418,2018,07-2018
167,167,1159528,2018-07-08,Tennessee,Memphis,Mount Moriah Rd and Mendenhall Rd,0,4,https://www.gunviolencearchive.org/incident/1159528,2018,07-2018
168,168,1158826,2018-07-07,Alabama,Wetumpka,135 Granite Way,3,2,https://www.gunviolencearchive.org/incident/1158826,2018,07-2018
169,169,1156480,2018-07-05,New York,Brooklyn,280 Herkimer St,0,4,https://www.gunviolencearchive.org/incident/1156480,2018,07-2018
170,170,1157073,2018-07-05,New York,Albany,First St and Lexington Ave,0,4,https://www.gunviolencearchive.org/incident/1157073,2018,07-2018
171,171,1156528,2018-07-05,California,Los Angeles,1600 block of W. 2nd Street,3,3,https://www.gunviolencearchive.org/incident/1156528,2018,07-2018
172,172,1156638,2018-07-05,Virginia,Virginia Beach,1800 block of Atlantic Ave,0,6,https://www.gunviolencearchive.org/incident/1156638,2018,07-2018
173,173,1157733,2018-07-05,Ohio,Lima,1440 Bellefontaine Ave,1,5,https://www.gunviolencearchive.org/incident/1157733,2018,07-2018
174,174,1155906,2018-07-04,Georgia,Atlanta,5456 E Fayetteville Rd,1,3,https://www.gunviolencearchive.org/incident/1155906,2018,07-2018
175,175,1155567,2018-07-03,Missouri,Saint Louis,1700 block of Billups Ave,1,5,https://www.gunviolencearchive.org/incident/1155567,2018,07-2018
176,176,1154998,2018-07-03,District of Columbia,Washington,1700 block of Benning Rd NE,0,4,https://www.gunviolencearchive.org/incident/1154998,2018,07-2018
177,177,1154558,2018-07-02,New York,Buffalo,Grape St,2,2,https://www.gunviolencearchive.org/incident/1154558,2018,07-2018
178,178,1153997,2018-07-01,Illinois,Chicago,3400 block of W Walnut Ave,0,6,https://www.gunviolencearchive.org/incident/1153997,2018,07-2018
179,179,1153531,2018-06-30,Maryland,Baltimore,4000 block of Penhurst Ave,0,6,https://www.gunviolencearchive.org/incident/1153531,2018,06-2018
180,180,1153134,2018-06-30,Georgia,Ashburn,800 Block of W. Washington,1,6,https://www.gunviolencearchive.org/incident/1153134,2018,06-2018
181,181,1153471,2018-06-30,New Jersey,Jersey City,Lexington Ave and John F Kennedy Blvd,0,5,https://www.gunviolencearchive.org/incident/1153471,2018,06-2018
182,182,1151584,2018-06-28,Maryland,Annapolis,888 Bestgate Rd,5,0,https://www.gunviolencearchive.org/incident/1151584,2018,06-2018
183,183,1151355,2018-06-27,California,Oakland,8901 MacArthur Boulevard,1,3,https://www.gunviolencearchive.org/incident/1151355,2018,06-2018
184,184,1151527,2018-06-27,Texas,San Antonio,100 block of Holly Street,0,4,https://www.gunviolencearchive.org/incident/1151527,2018,06-2018
185,185,1151373,2018-06-27,Connecticut,Hartford,124 Hillside Ave,0,4,https://www.gunviolencearchive.org/incident/1151373,2018,06-2018
186,186,1149910,2018-06-25,Illinois,Chicago,3900 block of S Vincennes Ave,0,6,https://www.gunviolencearchive.org/incident/1149910,2018,06-2018
187,187,1148468,2018-06-24,North Carolina,Sanford,109 S Steele St,1,6,https://www.gunviolencearchive.org/incident/1148468,2018,06-2018
188,188,1148678,2018-06-24,Florida,Punta Gorda,2450 Harbour Dr,0,4,https://www.gunviolencearchive.org/incident/1148678,2018,06-2018
189,189,1148647,2018-06-24,Florida,Indiantown,17068 SW Palm Beach St,0,4,https://www.gunviolencearchive.org/incident/1148647,2018,06-2018
190,190,1149173,2018-06-24,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,https://www.gunviolencearchive.org/incident/1149173,2018,06-2018
191,191,1149463,2018-06-24,Indiana,Gary,2500 block of Harrison Street,1,3,https://www.gunviolencearchive.org/incident/1149463,2018,06-2018
192,192,1148596,2018-06-24,Ohio,Sandusky,1504 Milan Rd,0,5,https://www.gunviolencearchive.org/incident/1148596,2018,06-2018
193,193,1148042,2018-06-23,Kansas,Wichita,1403 Harding  St,0,4,https://www.gunviolencearchive.org/incident/1148042,2018,06-2018
